Company,Name,YearOfManufacture,Status,Body,DistanceUsed,Doors,Seats,FuelType,FuelAmount,GearBox,Drivetrain,FuelConsumption,Price
Hyundai, Hyundai SantaFe Premium 2.2L HTRAC - 2019,2019,used,SUV,50000,5,7,Dầu,2.2,Số tự động,AWD - 4 bánh toàn thời gian,null,949000000
Lexus, Lexus RX 350 AWD - 2011,2011,used,SUV,70000,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1100000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2019,2019,used,SUV,42668,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,525000000
Mazda, Mazda 3 1.5L Luxury - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,668000000
Ford, Ford EcoSport Titanium 1.5 AT - 2021,2021,used,SUV,15000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,7,535000000
Mercedes, Mercedes Benz S class S500L - 2015,2015,used,Sedan,80000,4,5,Xăng,4.7,Số tự động,RFD - Dẫn động cầu sau,null,1950000000
Mitsubishi, Mitsubishi Triton Athlete 4x4 AT - 2022,2022,new,Bán tải ,0,4,5,Dầu,2.4,Số tự động,4WD - Dẫn động 4 bánh,7,905000000
VinFast, VinFast Lux SA 2.0 Plus 2.0 AT - 2020,2020,used,SUV,36000,5,7,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,839000000
Toyota, Toyota Innova 2.0G - 2019,2019,used,Crossover,668,5,8,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,668000000
VinFast, VinFast VF5 Plus - 2023,2023,new,Crossover,0,5,5,Điện,null,Số tự động,FWD - Dẫn động cầu trước,null,438000000
Hyundai, Hyundai Creta Cao cấp 1.5 AT - 2022,2022,used,Crossover,12000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,715000000
Toyota, Toyota Yaris 1.5 AT - 2013,2013,used,Hatchback,70000,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,4,350000000
Toyota, Toyota Corolla Cross 1.8G - 2022,2022,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,6,755000000
Kia, Kia Cerato 1.6 AT Luxury - 2019,2019,used,Sedan,38000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,529000000
Mercedes, Mercedes Benz E class E180 - 2021,2021,used,Sedan,5000,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,8,1789000000
Subaru, Subaru Forester 2.0i-L - 2022,2022,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,8,859000000
Subaru, Subaru Forester 2.0i-L EyeSight - 2023,2023,new,SUV,0,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,8,1033000000
Honda, Honda City 1.5 - 2019,2019,used,Sedan,47000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,460000000
Toyota, Toyota Fortuner 2.5G - 2016,2016,used,SUV,86000,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,null,660000000
Honda, Honda City L 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,569000000
Isuzu, Isuzu MU-X B7 1.9 4X2 MT - 2022,2022,new,SUV,0,5,7,Dầu,1.9,Số tay,RFD - Dẫn động cầu sau,null,870000000
Lamborghini, Lamborghini Aventador LP 770-4 SVJ Roadster - 2020,2020,new,Convertible,0,2,2,Xăng,6.5,Số tự động,AWD - 4 bánh toàn thời gian,null,25000000000
Toyota, Toyota Camry GLi 2.2 - 1999,1999,used,Sedan,300000,4,5,Xăng,2.2,Số tay,FWD - Dẫn động cầu trước,9,135000000
Kia, Kia Morning Van 1.0 AT - 2013,2013,used,Van,0,5,2,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,199000000
Ford, Ford Ranger XLS 2.0L 4x2 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,658000000
VinFast, VinFast VF8 Eco - 2022,2022,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,762000000
Nissan, Nissan Sunny XV Premium - 2019,2019,used,Sedan,60000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,5,399000000
Toyota, Toyota Fortuner 2.5G - 2012,2012,used,SUV,89000,5,8,Dầu,2.5,Số tay,RFD - Dẫn động cầu sau,null,485000000
Lexus, Lexus RX 350L - 2021,2021,used,SUV,14000,5,7,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,3850000000
Hyundai, Hyundai i10 Grand 1.2 MT Base - 2021,2021,used,Sedan,50869,4,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,null,285000000
Hyundai, Hyundai SantaFe MLX 2.2L - 2007,2007,used,SUV,90000,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,7,356000000
Toyota, Toyota Rush 1.5S AT - 2018,2018,used,SUV,30000,5,7,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,545000000
Mercedes, Mercedes Benz GLC 200 - 2022,2022,used,SUV,7600,5,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,8,1659000000
Mercedes, Mercedes Benz GLC 250 4Matic - 2016,2016,used,SUV,40000,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,990000000
Toyota, Toyota Camry 2.5Q - 2023,2023,new,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,7,1360000000
Mercedes, Mercedes Benz GLC 200 4matic - 2021,2021,used,SUV,43000,4,5,Xăng,null,Số tự động,4WD - Dẫn động 4 bánh,9,1639000000
Nissan, Nissan Navara EL 2.5 AT 2WD - 2017,2017,used,Bán tải ,87236,4,5,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,7,445000000
Mercedes, Mercedes Benz S class S450L Luxury - 2020,2020,used,Sedan,39000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,12,3050000000
Mazda, Mazda 6 2.5 AT - 2016,2016,used,Sedan,75236,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,7,495000000
Toyota, Toyota Camry LE 2.4 - 2008,2008,used,Sedan,132659,4,5,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,8,365000000
Nissan, Nissan Navara VL 2.5 AT 4WD - 2017,2017,used,Bán tải ,67268,4,5,Dầu,2.5,Số tự động,4WD - Dẫn động 4 bánh,7,515000000
Hyundai, Hyundai Accent 1.4 AT - 2021,2021,used,Sedan,32156,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,6,455000000
Toyota, Toyota Vios E CVT - 2022,2022,used,Sedan,15023,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,498000000
Porsche, Porsche Cayenne 3.0 V6 - 2021,2021,used,SUV,19000,5,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,12,4980000000
Mercedes, Mercedes Benz GLC 300 4Matic - 2020,2020,used,SUV,17999,5,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,10,1799000000
Toyota, Toyota Vios 1.5E - 2017,2017,used,Sedan,80000,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,5,375000000
Lexus, Lexus RX 350 AWD - 2010,2010,used,SUV,0,5,5,Xăng,3.5,Số tự động,AWD - 4 bánh toàn thời gian,null,990000000
BMW, BMW 7 Series 750Li - 2009,2009,used,Sedan,76000,4,5,Xăng,4.4,Số tự động,RFD - Dẫn động cầu sau,null,595000000
Lexus, Lexus GX 460 - 2012,2012,used,SUV,0,5,7,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,2280000000
Nissan, Nissan Tiida 1.8 AT - 2009,2009,used,Hatchback,93000,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,213000000
Chevrolet, Chevrolet Captiva LTZ 2.4 AT - 2008,2008,used,SUV,0,5,7,Xăng,2.4,Số tự động,FWD - Dẫn động cầu trước,null,230000000
Ford, Ford Territory Titanium X 1.5 AT - 2023,2023,new,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,935000000
Toyota, Toyota Veloz Cross Top 1.5 CVT - 2023,2023,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,608000000
Chevrolet, Chevrolet Spark Lite Van 0.8 MT - 2012,2012,used,Van,100000,5,2,Xăng,0.8,Số tay,FWD - Dẫn động cầu trước,6,72000000
Mazda, Mazda 3 1.5L Luxury - 2019,2019,used,Sedan,41000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,509000000
Mercedes, Mercedes Benz E class E200 - 2016,2016,used,Sedan,28000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,7,1030000000
Kia, Kia Cerato 1.6 AT Luxury - 2020,2020,used,Sedan,40000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,6,523000000
Nissan, Nissan Navara SL 2.5MT 4WD - 2015,2015,used,Bán tải ,80000,4,5,Dầu,2.5,Số tay,4WD - Dẫn động 4 bánh,7,375000000
Hyundai, Hyundai Sonata 2.0 AT - 2009,2009,used,Sedan,122000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,8,243000000
Toyota, Toyota Vios - 2022,2022,used,Sedan,10000,4,5,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,7,495000000
Mitsubishi, Mitsubishi Pajero Sport 2.4D 4x2 AT - 2020,2020,used,SUV,21000,5,7,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,null,875000000
Mazda, Mazda CX5 2.0 AT - 2017,2017,used,SUV,53000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,599000000
Suzuki, Suzuki Swift GLX 1.2 AT - 2019,2019,used,Hatchback,0,5,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,null,488000000
Maserati, Maserati Ghibli 3.0 V6 - 2016,2016,used,Sedan,12000,4,5,Xăng,3.0,Số tự động,AWD - 4 bánh toàn thời gian,null,2800000000
Porsche, Porsche Panamera 3.6 V6 - 2014,2014,used,Sedan,60000,4,4,Xăng,3.6,Số tự động,RFD - Dẫn động cầu sau,null,1980000000
Hyundai, Hyundai SantaFe Premium 2.4L HTRAC - 2020,2020,used,SUV,42000,5,7,Xăng,2.4,Số tự động,AWD - 4 bánh toàn thời gian,9,935000000
Mercedes, Mercedes Benz S class S450L Luxury - 2020,2020,used,Sedan,15000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,3390000000
Toyota, Toyota Vios E 1.5 MT - 2022,2022,used,Sedan,19000,4,5,Xăng,1.5,Số tay,FWD - Dẫn động cầu trước,null,435000000
Ford, Ford Territory Titanium X 1.5 AT - 2023,2023,new,SUV,0,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,860000000
Hyundai, Hyundai Kona 2.0 ATH - 2020,2020,used,Crossover,25000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,5,585000000
Mercedes, Mercedes Benz C class C250 Exclusive - 2018,2018,used,Sedan,40000,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,1055000000
Toyota, Toyota Vios 1.5G - 2018,2018,used,Sedan,60835,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,370000000
Mercedes, Mercedes Benz S class S450L - 2019,2019,used,Sedan,0,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,2799000000
Toyota, Toyota Vios 1.5E CVT - 2020,2020,used,Sedan,46000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,6,458000000
Hyundai, Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2022,2022,used,Crossover,22000,5,5,Dầu,2.0,Số tự động,FWD - Dẫn động cầu trước,null,1060000000
Kia, Kia Cerato 1.6 AT Luxury - 2020,2020,used,Sedan,39000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,545000000
Mercedes, Mercedes Benz CLA class CLA 45 AMG 4Matic - 2015,2015,used,Sedan,0,4,5,Xăng,2.0,Số tự động,AWD - 4 bánh toàn thời gian,null,980000000
Toyota, Toyota Alphard Executive Lounge - 2023,2023,new,Van,0,5,7,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,12,4391000000
Honda, Honda CRV 1.5AT - 2018,2018,used,SUV,59125,4,7,Xăng,null,Số tự động,FWD - Dẫn động cầu trước,null,755000000
Toyota, Toyota Corolla altis 1.8G AT - 2014,2014,used,Sedan,6000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,6,435000000
Toyota, Toyota Rush 1.5S AT - 2019,2019,used,SUV,0,5,7,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,510000000
Mercedes, Mercedes Benz E class E180 - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1945000000
Hyundai, Hyundai Kona 2.0 ATH - 2019,2019,used,Crossover,38000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,555000000
Toyota, Toyota Innova 2.0E - 2019,2019,used,Crossover,34200,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,null,590000000
Toyota, Toyota Land Cruiser 4.6 V8 - 2020,2020,used,SUV,38000,5,8,Xăng,4.6,Số tự động,AWD - 4 bánh toàn thời gian,null,4199000000
Hyundai, Hyundai Accent 1.4 AT - 2019,2019,used,Sedan,52668,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,439000000
Ford, Ford Ranger Wildtrak 2.0L 4x4 AT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.0,Số tự động,4WD - Dẫn động 4 bánh,6,919000000
Mercedes, Mercedes Benz S class S450L Luxury - 2018,2018,used,Sedan,70000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,2999000000
Mitsubishi, Mitsubishi Triton Athlete 4x2 AT - 2022,2022,new,Bán tải ,0,4,5,Dầu,2.4,Số tự động,RFD - Dẫn động cầu sau,7,780000000
Ford, Ford Ranger Wildtrak 3.2L 4x4 AT - 2017,2017,used,Bán tải ,70000,4,5,Dầu,3.2,Số tự động,4WD - Dẫn động 4 bánh,null,625000000
Mercedes, Mercedes Benz E class E200 Exclusive - 2022,2022,used,Sedan,30,4,5,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,2160000000
Toyota, Toyota Hilux 2.8L 4x4 AT - 2020,2020,used,Bán tải ,20000,4,5,Dầu,2.8,Số tự động,4WD - Dẫn động 4 bánh,null,875000000
VinFast, VinFast Fadil Tiêu chuẩn 1.4 AT - 2022,2022,used,Hatchback,15000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,5,323000000
VinFast, VinFast Fadil 1.4 AT Plus - 2020,2020,used,Hatchback,40000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,5,323000000
Toyota, Toyota Vios 1.5G CVT - 2021,2021,used,Sedan,10000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,515000000
Toyota, Toyota Camry LE 2.5 - 2010,2010,used,Sedan,130589,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,10,498000000
Kia, Kia Morning Van 1.0 AT - 2012,2012,used,Van,66000,5,2,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,196000000
VinFast, VinFast VF8 Eco - 2023,2023,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,727000000
Toyota, Toyota Corolla altis 1.8G AT - 2018,2018,used,Sedan,50000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,7,579000000
Kia, Kia Carnival Signature 2.2D - 2022,2022,used,Van,16000,5,7,Dầu,2.2,Số tự động,FWD - Dẫn động cầu trước,null,1525000000
Ford, Ford Everest 2.5L 4x2 AT - 2010,2010,used,SUV,136589,5,8,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,null,395000000
Kia, Kia Morning Van 1.0 AT - 2015,2015,used,Van,0,5,2,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,245000000
Ford, Ford Ranger XLS 2.2L 4x2 AT - 2016,2016,used,Bán tải ,68,4,5,Dầu,2.2,Số tự động,RFD - Dẫn động cầu sau,7,465000000
BMW, BMW X1 sDrive18i - 2018,2018,used,SUV,0,5,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1190000000
VinFast, VinFast Fadil 1.4 AT - 2020,2020,used,Hatchback,36789,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,5,315000000
Hyundai, Hyundai i10 Grand 1.2 AT - 2017,2017,used,Hatchback,47000,5,5,Xăng,1.25,Số tự động,FWD - Dẫn động cầu trước,null,345000000
Toyota, Toyota Innova 2.0V - 2012,2012,used,Crossover,0,5,7,Xăng,2.0,Số tự động,RFD - Dẫn động cầu sau,null,387000000
Peugeot, Peugeot 5008 1.6 AT - 2018,2018,used,SUV,32000,5,7,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,860000000
VinFast, VinFast VF8 Eco - 2023,2023,new,SUV,0,5,5,Điện,0.2,Số tự động,AWD - 4 bánh toàn thời gian,null,868000000
Toyota, Toyota Vios G 1.5 CVT - 2022,2022,used,Sedan,10972,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,538000000
Hyundai, Hyundai Accent 1.4 ATH - 2020,2020,used,Sedan,39000,4,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,415000000
Chevrolet, Chevrolet Cruze LS 1.6 MT - 2010,2010,used,Sedan,110000,4,5,Xăng,1.6,Số tay,FWD - Dẫn động cầu trước,8,215000000
Ford, Ford EcoSport Titanium 1.0 EcoBoost - 2018,2018,used,SUV,0,5,5,Xăng,1.0,Số tự động,FWD - Dẫn động cầu trước,null,465000000
VinFast, VinFast Fadil 1.4 AT Premium - 2020,2020,used,Hatchback,18000,5,5,Xăng,1.4,Số tự động,FWD - Dẫn động cầu trước,null,355000000
Toyota, Toyota Camry 2.0E - 2015,2015,used,Sedan,10000,4,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,600000000
Toyota, Toyota Camry 2.5Q - 2020,2020,used,Sedan,20000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,980000000
Toyota, Toyota Camry 2.5Q - 2021,2021,used,Sedan,5000,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,1269000000
Mitsubishi, Mitsubishi Pajero Sport G 4x2 AT - 2015,2015,used,SUV,0,5,7,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,475000000
Hyundai, Hyundai Elantra 1.8 AT - 2013,2013,used,Sedan,90000,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,8,380000000
Toyota, Toyota Innova 2.0E - 2014,2014,used,Crossover,11000,5,8,Xăng,2.0,Số tay,RFD - Dẫn động cầu sau,8,292000000
Toyota, Toyota Corolla Cross 1.8V - 2022,2022,new,SUV,0,5,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,null,766000000
Hyundai, Hyundai i10 Grand 1.0 MT - 2017,2017,used,Hatchback,10000,5,5,Xăng,1.0,Số tay,FWD - Dẫn động cầu trước,6,235000000
Toyota, Toyota Camry 2.5Q - 2023,2023,new,Sedan,0,4,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,1405000000
Mercedes, Mercedes Benz C class C250 - 2012,2012,used,Sedan,130000,4,5,Xăng,1.8,Số tự động,RFD - Dẫn động cầu sau,null,419000000
Kia, Kia Forte SLi 1.6 AT - 2009,2009,used,Sedan,12000,4,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,6,269000000
Mazda, Mazda CX5 Luxury 2.0 AT - 2022,2022,used,SUV,15000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,779000000
Toyota, Toyota Corolla altis 1.8G AT - 2016,2016,used,Sedan,6,4,5,Xăng,1.8,Số tự động,FWD - Dẫn động cầu trước,0,519000000
Lexus, Lexus LX 570 - 2016,2016,used,SUV,60000,5,7,Xăng,5.7,Số tự động,AWD - 4 bánh toàn thời gian,null,5750000000
Hyundai, Hyundai SantaFe Cao cấp 2.5L HTRAC - 2022,2022,used,SUV,7000,5,7,Xăng,2.5,Số tự động,AWD - 4 bánh toàn thời gian,null,1185000000
Hyundai, Hyundai i10 1.2 MT Tiêu Chuẩn - 2022,2022,used,Sedan,10000,4,5,Xăng,1.25,Số tay,FWD - Dẫn động cầu trước,null,343000000
Mercedes, Mercedes Benz S class S450L - 2019,2019,used,Sedan,19000,4,5,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,3380000000
LandRover, LandRover Defender - 2022,2022,used,SUV,2000,0,0,-,null,-,-,null,5250000000
Honda, Honda City 1.5TOP - 2019,2019,used,Sedan,37799,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,489000000
Mitsubishi, Mitsubishi Attrage Premium 1.2 CVT - 2023,2023,new,Sedan,0,4,5,Xăng,1.2,Số tự động,FWD - Dẫn động cầu trước,5,485000000
Mitsubishi, Mitsubishi Xpander 1.5 AT - 2022,2022,new,SUV,0,5,7,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,530000000
Mazda, Mazda 3 2.0L Sport Signature Premium - 2021,2021,used,Hatchback,13000,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,7,679000000
Mazda, Mazda CX5 2.0 Premium - 2020,2020,used,SUV,39500,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,770000000
Porsche, Porsche Panamera 4S - 2015,2015,used,Sedan,46000,4,4,Xăng,3.0,Số tự động,RFD - Dẫn động cầu sau,null,2350000000
Honda, Honda City RS 1.5 AT - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,536000000
Ford, Ford Ranger XL 2.0L 4x4 MT - 2023,2023,new,Bán tải ,0,4,5,Dầu,2.2,Số tay,4WD - Dẫn động 4 bánh,6,669000000
Hyundai, Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2022,2022,new,Crossover,0,5,5,Xăng,1.6,Số tự động,AWD - 4 bánh toàn thời gian,5,1060000000
Nissan, Nissan Navara EL Premium Z - 2019,2019,used,Bán tải ,32889,4,5,Dầu,2.5,Số tự động,RFD - Dẫn động cầu sau,null,527000000
Mazda, Mazda CX5 Premium 2.0 AT - 2021,2021,used,SUV,0,5,5,Xăng,2.0,Số tự động,FWD - Dẫn động cầu trước,null,762000000
Mercedes, Mercedes Benz C class C180 - 2020,2020,used,Sedan,40000,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1068000000
Toyota, Toyota Yaris 1.5G - 2017,2017,used,Hatchback,45555,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,495000000
Peugeot, Peugeot 3008 GT - 2022,2022,used,Crossover,10000,5,5,Xăng,1.6,Số tự động,FWD - Dẫn động cầu trước,null,1119000000
Honda, Honda Civic 1.5L Vtec Turbo - 2017,2017,used,Sedan,68000,4,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,568000000
Mazda, Mazda 3 1.5 AT - 2016,2016,used,Hatchback,58888,5,5,Xăng,1.5,Số tự động,FWD - Dẫn động cầu trước,null,440000000
Mercedes, Mercedes Benz C class C200 Avantgarde Plus - 2023,2023,new,Sedan,0,4,5,Xăng,1.5,Số tự động,RFD - Dẫn động cầu sau,null,1723000000
Mazda, Mazda CX5 2.5 AT 2WD - 2018,2018,used,SUV,60000,5,5,Xăng,2.5,Số tự động,FWD - Dẫn động cầu trước,null,679000000
